tokenized_text,relevances,true label,predicted label
"['sister', 'of', 'man', 'who', 'died', 'in', 'vancouver', 'police', 'custody', 'slams', 'chief', 'canadian', 'press', 'canadian', 'press', 'vancouver', 'cp', 'the', 'sister', 'of', 'a', 'man', 'who', 'died', 'after', 'a', 'violent', 'confrontation', 'with', 'police', 'has', 'demanded', 'the', ""city's"", 'chief', 'constable', 'resign', 'for', 'defending', 'the', 'officer', 'involved']","[0.00030780933413662346, 0.0, 0.00022255121945278253, 3.3403405602522535e-05, 0.0001922568210351465, 0.0, 0.0012646027227738437, 0.0006140970255722805, 0.0017489749175796615, 0.0012849462215089153, 0.0013375179287093033, 0.002458428433183675, 0.004125573437478467, 0.001431416167819814, 0.00378909439121429, 0.0015140391014807312, 0.0009281171034764111, 0.001653511004571517, 0.0002489620226694454, 0.0, 0.00017851611590953038, 4.2233271883358574e-05, 0.0, 0.0005514712278311898, 7.335410022240323e-05, 0.0, 0.000187624047002373, 0.00019242577920069125, 0.0002501793309845486, 0.00011243958663578133, 0.00038487161675950855, 0.00026536305678085564, 0.00011874745726619087, 0.0003721797738614572, 4.71445739810627e-05, 0.0002107378769770003, 0.00019348641824183056, 5.3425782731777435e-05, 0.0003479369940166642, 0.00010485359838203726, 0.0001392646567588412, 0.0]",0,0
"['man', 'sought', '36', '50m', 'from', 'mcgreevey', 'aides', 'say', 'ap', 'ap', 'the', 'man', 'who', 'claims', 'gov', 'james', 'e', 'mcgreevey', 'sexually', 'harassed', 'him', 'was', 'pushing', 'for', 'a', 'cash', 'settlement', 'of', 'up', 'to', '36', '50', 'million', 'before', 'the', 'governor', 'decided', 'to', 'announce', 'that', 'he', 'was', 'gay', 'and', 'had', 'an', 'extramarital', 'affair', 'sources', 'told', 'the', 'associated', 'press']","[0.02321634932145611, 0.000859096364544668, 0.0, 0.0028788793403729104, 0.007078367550471342, 0.008284232632394875, 0.15775980220669877, 0.001990359041408738, 0.005188799644630495, 0.10976229916651602, 0.0008417558424776512, 0.0009196069371943111, 0.0003100861309524703, 0.0003938409581537742, 0.0016323565522666, 0.0003395853199737385, 0.0005072389302430304, 0.16837423103697202, 0.0004109642554431068, 0.000264565402279389, 0.002324273568557538, 0.000256266405990363, 0.00017905643391180755, 2.135592491436098e-05, 0.0, 0.0047198154050104345, 0.0006827146864148907, 6.13219307607629e-05, 0.0007635126694194485, 0.00014634053576829576, 0.0, 0.0002255937308744375, 0.0, 0.00036511415887020946, 0.0015083531416467703, 0.00014821825042016167, 0.00046814396393949167, 0.0, 0.00013702011683619633, 8.238508108245469e-06, 5.327211931292752e-05, 3.6151051904766983e-05, 0.00036388488233859436, 0.00013857750028469, 8.438909537156555e-05, 1.9526334152659714e-05, 0.00044354103030675097, 0.0, 0.000312842408176363, 0.0009330394607799761, 0.0, 9.050589621772522e-05, 0.0022712655683530722]",0,0
"['explosions', 'echo', 'throughout', 'najaf', 'najaf', 'iraq', 'explosions', 'and', 'gunfire', 'rattled', 'through', 'the', 'city', 'of', 'najaf', 'as', 'u', 's', 'troops', 'in', 'armored', 'vehicles', 'and', 'tanks', 'rolled', 'back', 'into', 'the', 'streets', 'here', 'sunday', 'a', 'day', 'after', 'the', 'collapse', 'of', 'talks', 'and', 'with', 'them', 'a', 'temporary', 'cease-fire', 'intended', 'to', 'end', 'the', 'fighting', 'in', 'this', 'holy', 'city']","[3.52711709697545e-05, 3.38725376605723e-05, 2.399680695667142e-05, 2.3021061860703062e-05, 2.3570224000078597e-05, 5.890715862286376e-05, 6.131717793846108e-05, 1.1582307234114611e-05, 2.0765250832943607e-05, 9.462266091347334e-06, 1.7364772219887205e-05, 2.3391766712972706e-06, 8.435881450728254e-06, 0.0, 3.738367524409514e-05, 4.54060368339751e-05, 4.88220291860011e-05, 0.0, 3.395354138657326e-05, 1.6983676913057765e-05, 1.4120024442773233e-05, 7.043879333007833e-06, 2.578546044269036e-06, 6.864674986465015e-06, 1.1862579568952374e-05, 1.2638546165196912e-05, 7.421351691088222e-06, 1.592855991925696e-06, 9.4384092496219e-06, 9.114168475120893e-06, 2.8425553135849345e-05, 2.0798694589957585e-05, 5.632972160789433e-06, 4.7558281745332295e-06, 0.0, 4.210639153380901e-06, 0.0, 9.362649958631008e-05, 1.0880499890955003e-05, 7.638139036837252e-06, 9.818216488781952e-06, 1.4993645509317163e-06, 3.147482826608541e-05, 1.750508680805367e-05, 2.24833394763355e-05, 0.0, 1.8173064232024674e-06, 2.9534761413654493e-06, 7.763394326816444e-06, 4.113202289488188e-06, 2.261844953354665e-05, 1.4384069074457994e-05, 7.992422801116059e-06]",0,0
"['frail', 'pope', 'celebrates', 'mass', 'at', 'lourdes', 'lourdes', 'france', 'a', 'frail', 'pope', 'john', 'paul', 'ii', 'breathing', 'heavily', 'and', 'gasping', 'at', 'times', 'celebrated', 'an', 'open-air', 'mass', 'on', 'sunday', 'for', 'several', 'hundred', 'thousand', 'pilgrims', 'many', 'in', 'wheelchairs', 'at', 'a', 'shrine', 'to', 'the', 'virgin', 'mary', 'that', 'is', 'associated', 'with', 'miraculous', 'cures', 'at', 'one', 'point', 'he', 'said', 'help', 'me', 'in', 'polish', 'while', 'struggling', 'through', 'his', 'homily', 'in', 'french']","[0.00015460391855826673, 0.003331794328107207, 0.0005988559582720452, 0.0012655303280127248, 0.00029483899041590403, 0.00032703604980431167, 5.586774595974742e-05, 0.0004387857530208644, 0.00012379904682111392, 0.00019519387941089336, 2.806442437393229e-05, 0.0, 0.0, 0.0, 7.189457533473217e-05, 3.978725744002433e-05, 1.446280295478294e-05, 9.385257789016718e-05, 6.280535147328329e-05, 6.523619622521298e-05, 0.00013787472271061603, 2.432063473911232e-05, 0.00016135113133173903, 1.4912614659207118e-05, 2.0587067722414693e-05, 0.00039609439091169683, 0.00010650554560762803, 3.549743091922717e-05, 4.557927862483856e-06, 0.00011249529387009795, 8.147868706666912e-05, 8.36237627401503e-05, 9.129722614854328e-05, 0.000201849264635234, 8.845737876763296e-05, 1.4215162954546467e-05, 4.8124622736315e-05, 1.3136171367699429e-05, 0.0, 0.0, 1.7105132757125554e-05, 5.580305591376598e-05, 2.0984756027014475e-05, 5.384002748611984e-05, 0.0, 0.00019895337031296584, 9.602084996875378e-05, 0.0, 1.8736371484847757e-05, 0.00013471883996056798, 8.684789374189433e-05, 9.178157485666191e-05, 4.662668263562662e-05, 7.887790935004601e-05, 3.760064078655545e-05, 2.841517368595719e-05, 2.957964791392112e-05, 4.2334691271708574e-05, 1.1717336644620339e-05, 1.3473548174107431e-05, 4.4643456105197914e-05, 1.8263809533474043e-05, 0.00027834121295842995]",0,0
"['venezuela', 'prepares', 'for', 'chavez', 'recall', 'vote', 'supporters', 'and', 'rivals', 'warn', 'of', 'possible', 'fraud', 'government', 'says', ""chavez's"", 'defeat', 'could', 'produce', 'turmoil', 'in', 'world', 'oil', 'market']","[0.04890303068265854, 0.018907617066419958, 0.07023088750192512, 0.02836576255092828, 0.03540759549248401, 0.03733106281580726, 0.014406878543595, 0.010213572883933538, 0.012314735484722625, 0.01955695277912081, 0.0009559191690855875, 0.031392398331650834, 0.04643108194996337, 0.02856460671064384, 0.0576657976210692, 0.02916860508124259, 0.04045955320190293, 0.008362029079973916, 0.024312472653029677, 0.055155120987675214, 0.011056132364228054, 0.01156847890981664, 0.10402228033156292, 0.0]",0,0
"['1994', 'law', 'designed', 'to', 'preserve', 'guard', 'jobs', 'ap', 'ap', 'a', '1994', 'law', 'strengthened', 'job', 'protections', 'for', 'national', 'guard', 'and', 'reserve', 'troops', 'called', 'to', 'active', 'duty', 'here', 'are', 'major', 'provisions', 'of', 'the', 'uniformed', 'services', 'employment', 'and', 'reemployment', 'rights', 'act', 'userra']","[0.0024798109591550543, 0.003823887077555834, 0.0050528121413570375, 0.0, 0.007485726626167323, 0.13910995041556057, 0.007172072293959953, 0.0012626726957642872, 0.002391536398719784, 0.00017308916624827903, 0.0018291431590962996, 0.006298037647653074, 0.0027487541211576646, 0.004289406616162857, 0.005745428537345016, 0.0, 0.0005910348012767462, 0.0, 0.0, 0.0013978151832149028, 0.003898359221032539, 0.0031988494370376493, 0.0005173989552438642, 3.841321429732351e-05, 0.0007533731156698091, 0.01637641551770875, 0.003821497391528696, 0.00241676219067321, 0.0067336849241938735, 0.004049356336071576, 0.0015452286274952453, 0.008777003403820436, 0.0028952213898455694, 0.013033924364757017, 0.0008760614561048218, 0.03312467173882155, 0.028603469725490976, 0.05680411082735666, 0.0]",0,3
"['iran', 'warns', 'its', 'missiles', 'can', 'hit', 'anywhere', 'in', 'israel', 'tehran', 'reuters', 'a', 'senior', 'iranian', 'military', 'official', 'said', 'sunday', 'israel', 'and', 'the', 'united', 'states', 'would', 'not', 'dare', 'attack', 'iran', 'since', 'it', 'could', 'strike', 'back', 'anywhere', 'in', 'israel', 'with', 'its', 'latest', 'missiles', 'news', 'agencies', 'reported']","[0.00016264024611042688, 0.00016130913550238587, 9.492255232050468e-05, 0.0001546919345855713, 2.2207245271624607e-05, 6.811675229524281e-05, 0.00027216041248264756, 0.0, 0.0003724885648155045, 0.00041742850251261893, 0.000286434773946232, 0.00012469433418187798, 0.00012829107336253333, 7.817824160107497e-05, 0.00019530543981871636, 9.017128929047725e-05, 0.0001567583539403572, 0.0, 0.0002343314665044037, 7.949044271510512e-05, 0.0, 0.0, 7.358265217267953e-06, 4.125715793896283e-05, 3.566741943359375e-05, 0.0002479154137841071, 1.393069647861799e-05, 9.094457002608634e-06, 0.00015889688680457075, 7.08151891060815e-05, 1.0839768317142083e-05, 9.061736258715642e-05, 6.67486088584909e-05, 7.63899994057442e-05, 4.048979611551575e-05, 9.443980452739954e-05, 0.0001300713654400908, 0.0003457958748303894, 0.00012283392272529071, 0.00028561397277580846, 0.0001976054911678399, 0.00030449546781318023, 5.808683184372032e-05]",0,0
"['afghan', 'army', 'dispatched', 'to', 'calm', 'violence', 'kabul', 'afghanistan', 'government', 'troops', 'intervened', 'in', ""afghanistan's"", 'latest', 'outbreak', 'of', 'deadly', 'fighting', 'between', 'warlords', 'flying', 'from', 'the', 'capital', 'to', 'the', 'far', 'west', 'on', 'u', 's', 'and', 'nato', 'airplanes', 'to', 'retake', 'an', 'air', 'base', 'contested', 'in', 'the', 'violence', 'officials', 'said', 'sunday']","[0.00452985644748434, 1.8827771263741974e-05, 7.252852919225448e-05, 4.1350320638914734e-05, 2.1543184234398594e-05, 1.6157042125662338e-05, 0.0, 4.3939653526388923e-05, 7.631506944070014e-05, 1.4281330380954685e-05, 3.0465606234169765e-05, 8.75848267519699e-06, 1.3855672727503742e-05, 2.4316691039321088e-05, 2.9124835437078994e-05, 2.054277346471597e-06, 0.00011984950224698296, 7.089825438538236e-06, 1.5227093893119869e-05, 1.4040978678305373e-05, 1.1299977328534857e-05, 0.0, 0.0, 7.2546198824780585e-06, 7.467301203155422e-06, 0.0, 9.64569075035e-06, 9.843412285176404e-07, 8.23598860559429e-06, 3.049568703866948e-05, 6.510837870354265e-05, 5.6459190852970014e-05, 2.177229520884536e-05, 1.607923340908013e-05, 0.0, 1.3925277502535709e-05, 1.841049303467991e-06, 1.1225465651906206e-05, 0.00022805988114692405, 1.0781209800074583e-05, 5.919609188124379e-06, 0.00010245329985515896, 2.6502136520679715e-05, 0.014937049100455357, 3.9890784045937494e-05, 1.368899664176323e-05]",0,0
"['johnson', 'helps', 'd-backs', 'end', 'nine-game', 'slide', 'ap', 'ap', 'randy', 'johnson', 'took', 'a', 'four-hitter', 'into', 'the', 'ninth', 'inning', 'to', 'help', 'the', 'arizona', 'diamondbacks', 'end', 'a', 'nine-game', 'losing', 'streak', 'sunday', 'beating', 'steve', 'trachsel', 'and', 'the', 'new', 'york', 'mets', '2-0']","[4.906077280087574e-05, 2.1668796945765107e-05, 9.480824618377198e-05, 3.7308321580642116e-05, 0.00020055215768169558, 4.980221258452016e-05, 9.516492776971958e-05, 7.744646388896164e-05, 4.668904887870029e-05, 1.418053125514056e-05, 1.7195870691149043e-05, 0.0, 2.2249620855065645e-05, 4.862803948967729e-07, 0.0, 2.101302321243637e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4947007567816778e-05, 1.5664219593723534e-06, 8.58306884765625e-07, 4.369498217242293e-05, 1.5194629498834744e-05, 1.2288673229145136e-05, 8.332364559905775e-06, 5.453608591966359e-05, 1.1561946418125625e-05, 5.164183572915569e-05, 3.8456916809082034e-05, 0.0, 0.0, 2.7818339066802877e-07, 9.127329921087631e-06, 0.0]",1,1
"['retailers', 'vie', 'for', 'back-to-school', 'buyers', 'reuters', 'reuters', 'apparel', 'retailers', 'are', 'hoping', 'their', 'back-to-school', 'fashions', 'will', 'make', 'the', 'grade', 'among', 'style-conscious', 'teens', 'and', 'young', 'adults', 'this', 'fall', 'but', 'it', 'could', 'be', 'a', 'tough', 'sell', 'with', 'students', 'and', 'parents', 'keeping', 'a', 'tighter', 'hold', 'on', 'their', 'wallets']","[0.0010252550575564766, 0.0002783034751252323, 7.836086354130642e-05, 0.03763984654209765, 0.00039539751841918586, 0.00012861638075681677, 0.07481301065752752, 0.0009618081370957037, 0.028955103584035177, 5.073637071337663e-05, 0.0003111770228900932, 0.0003767223898919261, 0.03216729434801796, 0.00059879066190748, 0.0, 0.0005470787655219586, 0.0002544098329423715, 0.000521858888927633, 0.0005131612611012175, 0.0001550430790339016, 0.00023181624503342183, 0.00016402990227444662, 5.286090246954637e-05, 1.9975707322200378e-05, 0.000536694433704062, 0.0009055941790463834, 0.0001876372084531875, 0.0006029327406193199, 3.453197065536391e-05, 9.599466850282901e-05, 0.0, 0.00023333912200394858, 0.0005609026742868806, 1.728197819486098e-05, 0.0001815495842991349, 0.0001875440423717498, 0.00017345689174212787, 9.725447946217812e-05, 2.936872224898159e-05, 5.774046038726076e-05, 0.00010764860798951328, 1.1904931095824991e-05, 6.381350161247952e-05, 7.277705474322815e-05]",2,2
"['politics', 'an', 'afterthought', 'amid', 'hurricane', 'ap', 'ap', 'if', 'hurricane', 'charley', 'had', 'struck', 'three', 'years', 'ago', 'president', ""bush's"", 'tour', 'through', 'the', 'wreckage', 'of', 'this', 'coastal', 'city', 'would', 'have', 'been', 'just', 'the', 'sort', 'of', 'post-disaster', 'visit', 'that', 'other', 'presidents', 'have', 'made', 'to', 'the', 'scenes', 'of', 'storms', 'earthquakes', 'floods', 'and', 'fires']","[0.1632591642332898, 0.02366240623934925, 0.221064333163218, 0.14869563877189593, 0.2996063382042694, 0.14587879656744804, 0.22789647143274813, 0.17326082168915208, 0.0, 0.11269106837735249, 0.0, 0.0839020434419907, 0.0814167012917884, 0.05810576581232018, 0.04402224609290495, 0.006724687593035953, 0.20430793781325313, 0.09490630157846128, 0.01786860450601222, 0.0, 0.052676974703105416, 0.06262249159545562, 0.0542353532110915, 0.0649424706316102, 0.14529519412621417, 0.003827135589774418, 0.0, 0.0, 0.059218073566769565, 0.0, 0.010240192115225035, 0.0, 0.02601207208996149, 0.07945331567971499, 0.042728757309314136, 0.057214644157649264, 0.13276676049925468, 0.025871582744567644, 0.0270925656753731, 0.023524449634334324, 0.031010638554988368, 0.02437273989451176, 0.05310364522015949, 0.07509634236029823, 0.033446339294075894, 0.08465162066405144, 0.21956583583270664, 0.06868528989399451]",0,0
"['spam', 'suspension', 'hits', 'sohu', 'com', 'shares', 'ft', 'com', 'ft', 'com', 'shares', 'in', 'sohu', 'com', 'a', 'leading', 'us-listed', 'chinese', 'internet', 'portal', 'fell', 'more', 'than', '10', 'per', 'cent', 'on', 'friday', 'after', ""china's"", 'biggest', 'mobile', 'phone', 'network', 'operator', 'imposed', 'a', 'one-year', 'suspension', 'on', 'its', 'multimedia', 'messaging', 'services', 'because', 'of', 'customers', 'being', 'sent', 'spam']","[0.07499848358829969, 0.04734162333443047, 0.027712574985935955, 0.0032102363283090522, 0.013929156114773751, 0.03780878854978712, 0.0378805286597175, 0.03651825471958419, 0.016106420716051506, 0.01683571748540226, 0.03769154323956046, 0.02428698438165778, 0.026269188725103126, 0.13386947236329116, 0.043230029355218524, 0.021170273367596255, 0.01026712118486122, 0.009353843780078676, 0.022350448525729184, 0.007798671833711214, 0.021714384149765897, 0.001805934221371947, 0.0, 0.0034065795425691015, 0.0, 0.0, 0.008678913711365558, 0.025735318640982923, 0.05910618908351887, 0.006018874802785444, 0.003655332786862857, 0.0014481893038328863, 0.004788324195218916, 0.004499156890196562, 0.015014277478650528, 0.006629673497634334, 0.0, 0.010999390876619872, 0.0006201670720496521, 0.004635511349022625, 0.00891571079996343, 0.00453199570564196, 0.01110022603728927, 0.00589354784855996, 0.0012620350753212663, 0.0, 0.00706822113296756, 0.003860752849438234, 0.009326119758484023, 0.0]",3,3
"[""erstad's"", 'double', 'lifts', 'angels', 'to', 'win', 'ap', 'ap', 'darin', 'erstad', 'doubled', 'in', 'the', 'go-ahead', 'run', 'in', 'the', 'eighth', 'inning', 'lifting', 'the', 'anaheim', 'angels', 'to', 'a', '3-2', 'victory', 'over', 'the', 'detroit', 'tigers', 'on', 'sunday', 'the', 'win', 'pulled', 'anaheim', 'within', 'a', 'percentage', 'point', 'of', 'boston', 'and', 'texas', 'in', 'the', 'al', 'wild-card', 'race']","[6.167760153263906e-05, 7.243602168046044e-05, 0.00023666631400549526, 0.00022365011215624665, 0.0, 0.00011044001823698292, 0.00010749428510799044, 0.00039347628487232676, 0.0003952110699974029, 0.00023737720896443447, 0.000195872328400003, 1.5174736460504973e-05, 0.0, 4.115632163119844e-05, 0.0, 0.0, 0.0, 6.098526495794001e-05, 6.17567127283024e-05, 4.984065551168481e-05, 0.0, 4.87217568785935e-05, 0.0, 3.252605798580029e-06, 0.0, 0.0001946748414909316, 7.066446754378427e-05, 6.2698256512101875e-06, 0.0, 0.0, 0.0, 0.00021071897200129004, 0.0003654208673226232, 0.00011556186766524353, 6.363369236911551e-05, 8.227324922706529e-05, 8.59992013477068e-05, 6.94388540552118e-06, 1.1993891070072567e-05, 6.94421938230391e-05, 3.304550026609361e-05, 1.7247370221417785e-05, 3.380751544564544e-05, 4.0242601976323056e-05, 7.330225537956902e-05, 0.00023871978217774686, 0.0, 0.00019240254716669522, 0.0002653038382243164, 0.0]",1,1
"['drew', 'out', 'of', ""braves'lineup"", 'after', 'injury', 'ap', 'ap', 'outfielder', 'j', 'd', 'drew', 'missed', 'the', 'atlanta', ""braves'game"", 'against', 'the', 'st', 'louis', 'cardinals', 'on', 'sunday', 'night', 'with', 'a', 'sore', 'right', 'quadriceps']","[0.00027251577406708173, 4.852974033854924e-05, 0.00015161149789841573, 4.262537688363308e-05, 0.00019572452537213402, 0.00024341836505670388, 0.0002339989822423863, 0.0005050505564305654, 0.00019286659912022964, 0.0004862781515149582, 0.0001637183509719162, 0.0001236554120171607, 0.0001100995987066038, 7.882598081067746e-05, 0.00020200511522998604, 5.607982329402002e-05, 0.0, 0.0, 2.968157180861842e-05, 0.0, 0.0, 1.4026862506376376e-05, 9.490973752760716e-05, 1.2570692907211673e-05, 3.2599820146454653e-05, 0.0, 3.287516749110266e-05, 5.694738920721908e-05, 5.537989346529681e-05]",1,1
"['venezuelans', 'flood', 'polls', 'voting', 'extended', 'caracas', 'venezuela', 'reuters', 'venezuelans', 'voted', 'in', 'huge', 'numbers', 'on', 'sunday', 'in', 'a', 'historic', 'referendum', 'on', 'whether', 'to', 'recall', 'left-wing', 'president', 'hugo', 'chavez', 'and', 'electoral', 'authorities', 'prolonged', 'voting', 'well', 'into', 'the', 'night']","[0.019358294104628068, 0.06352468434745406, 0.12944799661849707, 0.12702750788285128, 0.08849479010628294, 0.007894721129588876, 0.08290785497992112, 0.05473343388445107, 0.09300426837953797, 0.09247176474298445, 0.0, 0.009385882541868033, 0.019980245613533655, 0.0, 0.14036935212479662, 0.009241489922437295, 0.006225085294577124, 0.01755467342518778, 0.03723098779161987, 0.008008413335333444, 0.01042560205186461, 0.0, 0.008709002394554797, 0.008775510275115313, 0.01755329562573201, 0.0, 0.0, 0.02345135700636811, 0.011114698667820163, 0.01632931869681181, 0.021727767808421554, 0.005507497001481577, 0.008153025704931718, 0.0, 0.007738909716201376, 0.009973698929874493]",0,0
"['dell', 'exits', 'low-end', 'china', 'consumer', 'pc', 'market', 'hong', 'kong', 'reuters', 'dell', 'inc', 'lt', 'dell', 'o', 'gt', 'the', ""world's"", 'largest', 'pc', 'maker', 'said', 'on', 'monday', 'it', 'has', 'left', 'the', 'low-end', 'consumer', 'pc', 'market', 'in', 'china', 'and', 'cut', 'its', 'overall', 'growth', 'target', 'for', 'the', 'country', 'this', 'year', 'due', 'to', 'stiff', 'competition', 'in', 'the', 'segment']","[0.019552557628742338, 0.016684690704252332, 0.020907563311748558, 0.013148450239643578, 0.003700288469054324, 0.0046444700841426195, 0.021645005079805917, 0.030515209346356445, 0.0, 0.11952892183564967, 0.015423637691042004, 0.013573010149265373, 0.01629617145619605, 0.0036932124344591197, 0.0049793419218639385, 0.011043879397872656, 0.022091955774372146, 0.015172510440964085, 0.007493537611645714, 0.002527186377812293, 0.010498056640730306, 0.01707197423000975, 0.00478466938894178, 0.009095094342339174, 0.007133916325806266, 0.0006452483776168138, 0.006494621264532839, 0.004498041153316857, 0.014000250722794432, 0.0, 0.0, 0.0, 0.007627020151794757, 0.018442022921912944, 0.00516403800398394, 0.006556144646447577, 0.0012113124758727275, 0.006160022418944686, 0.007884237079476329, 0.008591166090013086, 0.002642052584616121, 0.0011744590948940925, 0.004019010968116374, 0.003233652396581462, 0.006393269570847368, 0.00011750038447370355, 0.0, 0.0066348064851285745, 0.004830416598219575, 0.00554253736531212, 0.00825451148703901, 0.0037805562601341863]",3,3
"['china', 'says', 'taiwan', 'spy', 'also', 'operated', 'in', 'u', 's', 'media', 'beijing', 'reuters', 'beijing', 'on', 'monday', 'accused', 'a', 'chinese-american', 'arrested', 'for', 'spying', 'for', 'taiwan', 'of', 'building', 'an', 'espionage', 'network', 'in', 'the', 'united', 'states', 'and', 'said', 'he', 'could', 'go', 'on', 'trial', 'very', 'soon']","[0.15791242015737827, 0.0756230119370509, 0.0001080254214531321, 0.0013184691912153672, 0.000717769730107232, 0.0047816235135858445, 0.00017188920759700135, 0.0001698131559133979, 0.000948156926683484, 0.0, 0.0004826792010530687, 0.0043834479660372905, 0.00030148229756215303, 0.00035845522631151633, 0.12256771815812426, 0.00034741633762601457, 8.977758354222339e-05, 0.00021437235360985418, 0.0002742036682899774, 0.0, 7.700259996768235e-05, 9.150210342414672e-05, 0.008592531709629442, 7.5566151712507e-05, 0.00023424794376213814, 0.0, 0.10268602567360093, 0.0005139887633321443, 0.00011023579616653196, 0.0, 0.0, 4.030906166126096e-05, 4.212722060198963e-05, 6.256949699986839e-05, 4.0521859445525626e-05, 7.129149036593256e-05, 4.324341529528494e-05, 1.4197947746241812e-05, 0.1345816954698789, 0.00010644994241409976, 9.062358919070016e-06]",0,0
"['another', 'major', 'non-factor', 'another', 'major', 'another', 'disappointment', 'for', 'tiger', 'woods', 'the', 'no', '1', 'ranked', 'player', 'in', 'the', 'world', 'who', 'has', 'not', 'won', 'a', 'major', 'championship', 'since', 'his', 'triumph', 'at', 'the', '2002', 'u', 's', 'open']","[2.8163051408631022e-05, 1.766684084284443e-05, 2.2642420339866664e-05, 3.9846235838564075e-05, 4.1017122224928255e-05, 5.843920313258458e-05, 1.4269439376893304e-05, 2.6044865175234623e-05, 0.0, 1.5288498304793038e-05, 1.762005603238232e-05, 0.0, 3.192166463323864e-05, 2.5992848661686774e-05, 9.982499828412412e-06, 0.0, 0.0, 3.083196170261831e-06, 6.20562948413295e-07, 8.79464238927322e-06, 1.9900811793943597e-06, 0.0, 0.0, 6.558708403057756e-06, 5.658272273731751e-06, 0.0, 0.0, 1.2600894479472102e-05, 4.217306506290944e-06, 0.0, 1.0372609528569744e-05, 1.5920376692336225e-05, 1.635458432376925e-05, 0.0]",1,1
